,번호,지역,나이,성별,독서빈도,선호도,종이책 독서량,전자책 독서량,오디오북 독서량,도서 선택 시 이용정보1,도서 선택 시 이용정보2,도서 입수경로1,도서 입수경로2,종이책 선호분야1,종이책 선호분야2,전자책 선호분야1,전자책 선호분야2,오디오북 선호분야1,오디오북 선호분야2,지난 1년 도서관 이용여부,주이용 도서관1,주이용 도서관2,월 이용빈도,연 이용빈도,이용목적,비이용 이유,코로나 이후 종이책 독서 증감,코로나 이후 전자책 독서 증감,코로나 이후 웹소설 독서 증감,코로나 이후 오디오북 독서 증감,코로나 이후 독서량,코로나 이후 도서관 방문,코로나 이후 전자도서관 이용,전자책 이용이유1,전자책 이용이유2,전자책 이용방식1,전자책 이용방식2
4161,4162,충남,67,남,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4162,4163,충남,40,여,일주일에 한두 번,약간 좋아한다,8,0,0,"인터넷의 책 소개, 광고","유명인, 전문가 추천",직접 구입,집에 있는 책,자기계발서,재테크,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4163,4164,충남,59,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4164,4165,충남,53,남,한 달에 한두 번,보통이다,5,0,0,"유명인, 전문가 추천","서점, 도서관 등에서 책을 직접 보고",직접 구입,집에 있는 책,자기계발서,재테크,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,-1,-1,-1,-1
4165,4166,충남,29,남,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4166,4167,충남,32,여,일주일에 한두 번,약간 좋아한다,3,10,0,"유명인, 전문가 추천",SNS 책 소개,직접 구입,선물,자기계발서,"어학, 외국어",자기계발서,"어학, 외국어",-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 증가,약간 증가,약간 증가,변함 없음,약간 증가,매우 감소,매우 감소,시간과 장소에 관계없이 이용할 수 있어서,보관과 휴대가 편리해서,구매 이용,무료 이용
4167,4168,충남,56,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4168,4169,충남,65,여,한 달에 한두 번,보통이다,5,0,0,"신문이나 잡지의 책 소개, 광고","유명인, 전문가 추천",직접 구입,집에 있는 책,자기계발서,"예술, 문화",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4169,4170,충남,48,남,한 달에 한두 번,보통이다,4,0,0,"인터넷의 책 소개, 광고","유명인, 전문가 추천",직접 구입,집에 있는 책,자기계발서,재테크,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4170,4171,충남,54,남,몇 달에 한번,보통이다,3,0,0,각종 기관 추천도서,"가족, 친구 추천",집에 있는 책,직장 비치,자기계발서,재테크,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,유익한 프로그램이 부족하다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4171,4172,충남,26,남,한 달에 한두 번,보통이다,15,6,0,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",집에 있는 책,-1,재테크,자기계발서,"예술, 문화","과학, 기술, 컴퓨터",-1,-1,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 구입해서 읽는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,시간과 장소에 관계없이 이용할 수 있어서,무료로 이용할 수 있어서,무료 이용,구매 이용
4172,4173,충남,29,여,몇 달에 한번,보통이다,0,5,0,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",주위 사람에게 대여,직장 비치,-1,-1,수필,재테크,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,약간 감소,약간 증가,변함 없음,변함 없음,변함 없음,매우 감소,변함 없음,보관과 휴대가 편리해서,좋아하는 콘텐츠가 많아서,구매 이용,무료 이용
4173,4174,충남,63,남,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4174,4175,충남,64,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,-1,-1,-1,-1
4175,4176,충남,55,여,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4176,4177,충남,49,여,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4177,4178,충남,55,여,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4178,4179,충남,42,남,몇 달에 한번,보통이다,4,0,0,베스트셀러,각종 기관 추천도서,직장 비치,주위 사람에게 대여,수필,재테크,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4179,4180,충남,60,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,매우 감소,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4180,4181,충남,60,여,일주일에 한두 번,보통이다,2,0,0,"신문이나 잡지의 책 소개, 광고","가족, 친구 추천",선물,주위 사람에게 대여,시,수필,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 구입해서 읽는다,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4181,4182,충남,49,여,일주일에 한두 번,약간 싫어한다,2,0,0,"유명인, 전문가 추천","가족, 친구 추천",선물,집에 있는 책,수필,"가정, 육아, 요리",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,-1,-1,-1,-1
4182,4183,충남,48,남,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4183,4184,충남,37,여,일주일에 한두 번,보통이다,2,2,0,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,도서관 대여,재테크,"취미, 오락, 여행, 건강",재테크,"취미, 오락, 여행, 건강",-1,-1,있다,공공도서관,직장도서관,2,-1,독서 및 도서 대출,-1,약간 증가,약간 증가,변함 없음,변함 없음,약간 증가,약간 증가,약간 증가,보관과 휴대가 편리해서,무료로 이용할 수 있어서,무료 이용,구매 이용
4184,4185,충남,35,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4185,4186,충남,50,남,매일,보통이다,1,0,0,"가족, 친구 추천",각종 기관 추천도서,집에 있는 책,선물,재테크,"경제, 경영",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4186,4187,충남,57,남,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4187,4188,충남,25,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4188,4189,충남,21,여,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,있다,학교도서관,공공도서관,4,-1,자료조사,-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4189,4190,충남,59,여,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4190,4191,충남,21,남,매일,보통이다,0,4,0,"인터넷의 책 소개, 광고",각종 기관 추천도서,직접 구입,직장 비치,-1,-1,소설,"역사, 지리",-1,-1,있다,학교도서관,-1,2,-1,자료조사,-1,변함 없음,변함 없음,약간 증가,변함 없음,약간 증가,약간 증가,약간 증가,종이책보다 세련되고 멋져서,종이책에 없는 콘텐츠여서,무료 이용,구매 이용
4191,4192,충남,60,여,매일,약간 좋아한다,4,0,0,"가족, 친구 추천","인터넷의 책 소개, 광고",직접 구입,선물,"정치, 사회, 시사","역사, 지리",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 구입해서 읽는다,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4192,4193,충남,55,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4193,4194,충남,50,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4194,4195,충남,60,남,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4195,4196,충남,30,여,일주일에 한두 번,보통이다,4,2,0,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,선물,"가정, 육아, 요리","취미, 오락, 여행, 건강","가정, 육아, 요리","취미, 오락, 여행, 건강",-1,-1,있다,공공도서관,전문도서관,2,-1,"행사, 프로그램 참여",-1,약간 증가,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,보관과 휴대가 편리해서,다양한 기능들이 편리해서,무료 이용,대여 이용
4196,4197,충남,46,남,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4197,4198,충남,59,여,매일,약간 좋아한다,3,0,0,"가족, 친구 추천","유명인, 전문가 추천",직접 구입,집에 있는 책,"철학, 사상, 종교",수필,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4198,4199,충남,28,여,매일,보통이다,0,5,0,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,직장 비치,-1,-1,"예술, 문화","취미, 오락, 여행, 건강",-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,무료 이용,대여 이용
4199,4200,충남,50,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4200,4201,충남,39,여,한 달에 한두 번,보통이다,2,0,0,SNS 책 소개,"유명인, 전문가 추천",직접 구입,주위 사람에게 대여,수필,자기계발서,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 감소,매우 감소,매우 감소,매우 감소,약간 감소,매우 감소,매우 감소,-1,-1,-1,-1
4201,4202,충남,29,남,일주일에 한두 번,보통이다,2,6,0,SNS 책 소개,"유명인, 전문가 추천",직접 구입,집에 있는 책,재테크,"취미, 오락, 여행, 건강",소설,재테크,-1,-1,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 구입해서 읽는다,약간 감소,변함 없음,변함 없음,매우 감소,변함 없음,매우 감소,매우 감소,시간과 장소에 관계없이 이용할 수 있어서,보관과 휴대가 편리해서,무료 이용,구매 이용
4202,4203,충남,55,남,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4203,4204,충남,60,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 구입해서 읽는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4204,4205,충남,63,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4205,4206,충남,26,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4206,4207,충남,21,남,일주일에 한두 번,보통이다,0,6,0,"유튜브, 책방송 팟캐스트의 책 소개",SNS 책 소개,주위 사람에게 대여,직접 구입,-1,-1,자기계발서,소설,-1,-1,있다,대학도서관,-1,2,-1,"공부, 학습",-1,약간 감소,변함 없음,약간 증가,매우 감소,약간 감소,변함 없음,약간 감소,보관과 휴대가 편리해서,시간과 장소에 관계없이 이용할 수 있어서,무료 이용,구매 이용
4207,4208,충남,42,남,일주일에 한두 번,약간 좋아한다,5,0,0,"서점, 도서관 등에서 책을 직접 보고","유명인, 전문가 추천",직접 구입,선물,자기계발서,재테크,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 증가,매우 감소,매우 감소,매우 감소,약간 증가,매우 감소,매우 감소,-1,-1,-1,-1
4208,4209,충남,43,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,매우 감소,매우 감소,-1,-1,-1,-1
4209,4210,충남,67,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 구입해서 읽는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4210,4211,충남,67,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4211,4212,충남,68,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4212,4213,충남,65,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4213,4214,충남,55,여,몇 달에 한번,보통이다,1,0,0,"가족, 친구 추천","서점, 도서관 등에서 책을 직접 보고",직접 구입,주위 사람에게 대여,"철학, 사상, 종교",자기계발서,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,-1,-1,-1,-1
4214,4215,충남,52,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4215,4216,충남,34,여,한 달에 한두 번,보통이다,0,10,0,"유튜브, 책방송 팟캐스트의 책 소개","가족, 친구 추천",직접 구입,선물,-1,-1,소설,재테크,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,매우 증가,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,무료 이용,구매 이용
4216,4217,충남,63,남,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4217,4218,충남,52,남,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4218,4219,충남,49,남,한 달에 한두 번,약간 싫어한다,0,8,0,베스트셀러,"유튜브, 책방송 팟캐스트의 책 소개",직접 구입,집에 있는 책,-1,-1,소설,"정치, 사회, 시사",-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,매우 증가,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,무료 이용,구매 이용
4219,4220,충남,36,남,일주일에 한두 번,보통이다,0,2,0,"드라마, 영화의 원작","유튜브, 책방송 팟캐스트의 책 소개",직접 구입,집에 있는 책,-1,-1,소설,재테크,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,약간 증가,변함 없음,약간 감소,변함 없음,변함 없음,-1,-1,무료 이용,-1
4220,4221,충남,65,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4221,4222,충남,56,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4222,4223,충남,57,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4223,4224,충남,62,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,약간 증가,-1,-1,-1,-1
4224,4225,충남,54,여,한 달에 한두 번,보통이다,10,0,0,베스트셀러,"유튜브, 책방송 팟캐스트의 책 소개",직접 구입,선물,소설,재테크,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4225,4226,충남,58,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4226,4227,충남,62,남,전혀 읽지 않음,약간 좋아한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4227,4228,충남,56,남,몇 달에 한번,약간 좋아한다,2,0,0,베스트셀러,"유튜브, 책방송 팟캐스트의 책 소개",직접 구입,집에 있는 책,소설,"철학, 사상, 종교",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,매우 감소,매우 감소,변함 없음,변함 없음,약간 감소,약간 감소,약간 감소,-1,-1,-1,-1
4228,4229,충남,35,남,한 달에 한두 번,보통이다,2,2,0,"드라마, 영화의 원작","유튜브, 책방송 팟캐스트의 책 소개",직접 구입,집에 있는 책,소설,시,소설,시,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,매우 감소,변함 없음,-1,-1,무료 이용,구매 이용
4229,4230,충남,30,여,한 달에 한두 번,보통이다,2,5,0,베스트셀러,"유튜브, 책방송 팟캐스트의 책 소개",직접 구입,집에 있는 책,시,소설,시,소설,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,매우 감소,-1,-1,무료 이용,구매 이용
4230,4231,충남,63,여,한 달에 한두 번,보통이다,3,0,0,베스트셀러,"가족, 친구 추천",집에 있는 책,직접 구입,"취미, 오락, 여행, 건강",재테크,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 구입해서 읽는다,약간 감소,매우 감소,매우 감소,매우 감소,약간 감소,매우 감소,매우 감소,-1,-1,-1,-1
4231,4232,충남,53,남,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4232,4233,충남,43,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4233,4234,충남,48,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4234,4235,충남,60,남,몇 달에 한번,보통이다,2,0,0,"유명인, 전문가 추천","인터넷의 책 소개, 광고",집에 있는 책,직접 구입,자기계발서,재테크,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 감소,변함 없음,변함 없음,변함 없음,변함 없음,매우 감소,변함 없음,-1,-1,-1,-1
4235,4236,충남,38,여,한 달에 한두 번,보통이다,4,0,0,"인터넷의 책 소개, 광고","유명인, 전문가 추천",직접 구입,집에 있는 책,"취미, 오락, 여행, 건강",자기계발서,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 감소,매우 감소,매우 감소,매우 감소,약간 감소,매우 감소,매우 감소,-1,-1,-1,-1
4236,4237,충남,68,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4237,4238,충남,32,남,한 달에 한두 번,보통이다,3,0,0,"유명인, 전문가 추천","서점, 도서관 등에서 책을 직접 보고",직접 구입,집에 있는 책,재테크,자기계발서,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 감소,매우 감소,매우 감소,매우 감소,약간 감소,매우 감소,매우 감소,-1,-1,-1,-1
4238,4239,충남,59,남,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4239,4240,충남,58,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
4240,4241,충남,56,남,몇 달에 한번,약간 싫어한다,1,0,0,베스트셀러,각종 기관 추천도서,집에 있는 책,선물,소설,"역사, 지리",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 증가,변함 없음,약간 감소,변함 없음,약간 증가,변함 없음,변함 없음,-1,-1,-1,-1
