,학교구분,성별,학교 소재지,독서 빈도,독서장애요인1,독서장애요인2,도서 선택시 이용정보1,도서 선택시 이용정보2,도서 입수경로1,도서 입수경로2,초등 독서분야 선호도1,초등 독서분야 선호도2,초등 독서분야 선호도3,중고등 독서분야 선호도1,중고등 독서분야 선호도2,중고등 독서분야 선호도3,학교 밖 도서관이용경험,주이용 도서관 종류1,주이용 도서관 종류2,이용 이유,비이용 이유,연도,종이책 독서 빈도,전자책 독서 빈도,오디오북 이용 빈도,종이신문,인터넷신문,종이잡지,웹진,만화책,웹툰,독서선호도,월 평균 이용빈도,연 평균 이용빈도,평일 평균 독서시간(분),주말 평균 독서시간(분),종이_평일 평균 독서시간(분),종이_주말 평균 독서시간(분),전자_평일 평균 독서시간(분),전자_주말 평균 독서시간(분),오디오_평일 평균 독서시간(분),오디오_주말 평균 독서시간(분),종이책,전자책,웹소설,오디오북,총 독서량,도서관 방문,전자도서관 이용,전자책/오디오북/웹소설 구독
1540,중등,남,전북,몇 달에 한번,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",베스트셀러,"신문이나 잡지의 책 소개, 광고",학교 도서관 대여,학교 밖 도서관 대여,0,0,0,소설,"역사, 지리","직업, 취업 관련",있다,공공도서관,작은도서관,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,매우 증가,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,약간 증가,변함 없음,변함 없음,변함 없음,9,변함 없음,변함 없음,약간 감소
1541,중등,남,전북,몇 달에 한번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",어떤 책을 읽을지 몰라서,"서점, 도서관 등에서 책을 직접 보고",0,학교 도서관 대여,선물받은 책,0,0,0,소설,문학(시/수필),"정치, 사회, 시사",없다,0,0,0,책을 잘 읽지 않는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 감소,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1542,중등,남,전북,매일,책읽기가 싫고 습관이 들지않아서,책읽기가 싫고 습관이 들지않아서,"인터넷의 책 소개, 광고",SNS 책 소개,부모님께서 구입,집에 있는 책,0,0,0,"연예, 오락, 스포츠, 취미, 여행 ","가정, 육아, 요리","직업, 취업 관련",없다,0,0,0,집에서 멀다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,0.0,0.0,180.0,180.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1543,중등,남,전북,매일,어떤 책을 읽을지 몰라서,책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",직접 구입,부모님께서 구입,0,0,0,"경제, 경영","철학, 사상, 종교","과학, 기술, 컴퓨터",없다,0,0,0,집에서 멀다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 싫어한다,0.0,0.0,0.0,0.0,30.0,90.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음
1544,중등,남,전북,한 달에 한두 번,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","드라마, 영화의 원작","서점, 도서관 등에서 책을 직접 보고",직접 구입,부모님께서 구입,0,0,0,기타,소설,"과학, 기술, 컴퓨터",있다,공공도서관,작은도서관,시험 공부,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,변함 없음,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,약간 감소,매우 증가,매우 증가,변함 없음,약간 증가,매우 감소,매우 감소,매우 증가
1545,중등,남,전북,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",읽을 만한 책이 없어서,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,주위 사람에게 대여,0,0,0,소설,"정치, 사회, 시사","역사, 지리",없다,0,0,0,집에서 멀다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 좋아한다,0.0,0.0,0.0,0.0,30.0,240.0,0.0,0.0,0.0,0.0,매우 증가,변함 없음,변함 없음,변함 없음,매우 증가,약간 증가,변함 없음,변함 없음
1546,중등,남,전북,몇 달에 한번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",어떤 책을 읽을지 몰라서,SNS 책 소개,"유튜브, 책방송 팟캐스트의 책 소개",직접 구입,학교 도서관 대여,0,0,0,"연예, 오락, 스포츠, 취미, 여행 ",소설,"역사, 지리",있다,공공도서관,작은도서관,시험 공부,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 싫어한다,매우 증가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1547,중등,남,전북,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",학업 때문에 책읽을시간이 없어서,SNS 책 소개,"서점, 도서관 등에서 책을 직접 보고",직접 구입,학교 도서관 대여,0,0,0,소설,자기계발서,"정치, 사회, 시사",있다,공공도서관,기타,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,변함 없음,0.0,0.0,30.0,60.0,90.0,60.0,0.0,0.0,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1548,중등,남,전북,한 달에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",학업 때문에 책읽을시간이 없어서,"인터넷의 책 소개, 광고","서점, 도서관 등에서 책을 직접 보고",직접 구입,집에 있는 책,0,0,0,소설,"철학, 사상, 종교",문학(시/수필),있다,공공도서관,작은도서관,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,약간 감소,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,매우 증가,변함 없음,변함 없음,변함 없음,매우 증가,약간 증가,변함 없음,변함 없음
1549,중등,남,전북,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","유명인, 전문가 추천",SNS 책 소개,집에 있는 책,학교 밖 도서관 대여,0,0,0,"직업, 취업 관련",자기계발서,"과학, 기술, 컴퓨터",없다,0,0,0,집에서 멀다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,매우 감소,변함 없음,변함 없음
1550,중등,남,전북,매일,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책을 읽을만한 가정환경이 아니어서,SNS 책 소개,베스트셀러,직접 구입,학교 도서관 대여,0,0,0,소설,자기계발서,문학(시/수필),없다,0,0,0,집에서 멀다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 좋아한다,0.0,0.0,0.0,0.0,120.0,240.0,60.0,240.0,0.0,0.0,매우 증가,변함 없음,매우 증가,변함 없음,매우 증가,매우 감소,매우 감소,변함 없음
1551,중등,남,전북,매일,읽을 만한 책이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",베스트셀러,"유튜브, 책방송 팟캐스트의 책 소개",집에 있는 책,학교 밖 도서관 대여,0,0,0,소설,문학(시/수필),"연예, 오락, 스포츠, 취미, 여행 ",없다,0,0,0,집에서 멀다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 좋아한다,0.0,0.0,0.0,0.0,0.0,0.0,60.0,180.0,0.0,0.0,매우 감소,매우 감소,매우 증가,매우 감소,매우 증가,변함 없음,변함 없음,변함 없음
1552,중등,남,전북,한 달에 한두 번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",0,0,0,0,0,0,0,0,0,0,없다,0,0,0,책을 잘 읽지 않는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 싫어한다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1553,중등,남,전북,매일,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",어떤 책을 읽을지 몰라서,"드라마, 영화의 원작","인터넷의 책 소개, 광고",직접 구입,학교 도서관 대여,0,0,0,기타,"연예, 오락, 스포츠, 취미, 여행 ","역사, 지리",없다,0,0,0,집에서 멀다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,0.0,0.0,60.0,300.0,0.0,0.0,변함 없음,변함 없음,약간 증가,변함 없음,약간 증가,약간 증가,변함 없음,변함 없음
1554,중등,남,전남,몇 달에 한번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","인터넷의 책 소개, 광고",SNS 책 소개,학교 도서관 대여,주위 사람에게 대여,0,0,0,"철학, 사상, 종교","경제, 경영","예술, 문화",없다,0,0,0,책을 잘 읽지 않는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,60.0,30.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1555,중등,남,전남,매일,학업 때문에 책읽을시간이 없어서,책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고","신문이나 잡지의 책 소개, 광고",직접 구입,학교 도서관 대여,0,0,0,소설,문학(시/수필),"경제, 경영",있다,공공도서관,작은도서관,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,매우 감소,0.0,0.0,0.0,90.0,150.0,30.0,60.0,0.0,30.0,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가
1556,중등,남,전남,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",학업 때문에 책읽을시간이 없어서,베스트셀러,각종 기관의 추천도서,직접 구입,집에 있는 책,0,0,0,소설,"연예, 오락, 스포츠, 취미, 여행 ",자기계발서,있다,공공도서관,0,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,매우 증가,0.0,0.0,0.0,60.0,120.0,0.0,0.0,0.0,0.0,매우 증가,변함 없음,변함 없음,변함 없음,매우 증가,약간 감소,변함 없음,변함 없음
1557,중등,남,전남,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","유명인, 전문가 추천",직접 구입,학교 밖 도서관 대여,0,0,0,"정치, 사회, 시사","과학, 기술, 컴퓨터","철학, 사상, 종교",있다,공공도서관,0,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 좋아한다,약간 감소,0.0,0.0,0.0,60.0,150.0,0.0,0.0,0.0,0.0,약간 증가,약간 증가,약간 증가,약간 증가,약간 증가,약간 증가,약간 증가,약간 증가
1558,중등,남,전남,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","유명인, 전문가 추천",직접 구입,학교 밖 도서관 대여,0,0,0,"정치, 사회, 시사","과학, 기술, 컴퓨터","철학, 사상, 종교",있다,공공도서관,0,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 좋아한다,약간 감소,0.0,0.0,0.0,60.0,150.0,0.0,0.0,0.0,0.0,약간 증가,약간 증가,약간 증가,약간 증가,약간 증가,약간 증가,약간 증가,약간 증가
1559,중등,남,전남,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,어떤 책을 읽을지 몰라서,기타,"서점, 도서관 등에서 책을 직접 보고",직접 구입,부모님께서 구입,0,0,0,소설,"철학, 사상, 종교","연예, 오락, 스포츠, 취미, 여행 ",없다,0,0,0,원하는 책이 없다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,180.0,120.0,0.0,0.0,0.0,0.0,매우 증가,변함 없음,변함 없음,변함 없음,매우 증가,매우 감소,매우 감소,변함 없음
1560,중등,남,전남,매일,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,"가족, 선생님, 친구 추천",SNS 책 소개,직접 구입,부모님께서 구입,0,0,0,소설,"역사, 지리","어학, 외국어",있다,작은도서관,공공도서관,시험 공부,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 싫어한다,0.0,약간 증가,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음
1561,중등,남,전남,매일,무응답,0,"서점, 도서관 등에서 책을 직접 보고",각종 기관의 추천도서,학교 도서관 대여,직접 구입,0,0,0,"과학, 기술, 컴퓨터","철학, 사상, 종교",소설,있다,공공도서관,0,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,약간 증가,0.0,0.0,0.0,120.0,180.0,0.0,0.0,0.0,0.0,매우 증가,변함 없음,변함 없음,변함 없음,약간 증가,약간 증가,약간 감소,약간 감소
1562,중등,남,전남,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","인터넷의 책 소개, 광고",SNS 책 소개,직접 구입,집에 있는 책,0,0,0,"직업, 취업 관련",소설,자기계발서,있다,공공도서관,작은도서관,시험 공부,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,약간 증가,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,약간 증가,변함 없음,변함 없음
1563,중등,남,전남,매일,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책을 읽을만한 가정환경이 아니어서,기타,"유튜브, 책방송 팟캐스트의 책 소개",직접 구입,학교 밖 도서관 대여,0,0,0,소설,자기계발서,"예술, 문화",있다,공공도서관,0,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 좋아한다,매우 증가,0.0,0.0,0.0,60.0,180.0,0.0,0.0,0.0,0.0,매우 증가,매우 증가,매우 증가,변함 없음,9,매우 증가,변함 없음,약간 증가
1564,중등,남,전남,매일,책을 읽을만한 가정환경이 아니어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","유명인, 전문가 추천",베스트셀러,주위 사람에게 대여,학교 도서관 대여,0,0,0,"정치, 사회, 시사","예술, 문화",문학(시/수필),있다,공공도서관,작은도서관,인터넷 이용,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 좋아한다,13.0,0.0,0.0,0.0,244.0,244.0,244.0,244.0,244.0,244.0,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가
1565,중등,남,전남,한 달에 한두 번,책읽기가 싫고 습관이 들지않아서,책을 읽고 이해하기가 어려워서,SNS 책 소개,"인터넷의 책 소개, 광고",직접 구입,부모님께서 구입,0,0,0,문학(시/수필),"가정, 육아, 요리","연예, 오락, 스포츠, 취미, 여행 ",없다,0,0,0,원하는 책이 없다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,0.0,0.0,0.0,60.0,30.0,60.0,30.0,60.0,30.0,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가
1566,중등,남,전남,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,책을 읽을만한 가정환경이 아니어서,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,주위 사람에게 대여,0,0,0,소설,"정치, 사회, 시사","역사, 지리",있다,공공도서관,0,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 좋아한다,10.0,0.0,0.0,0.0,120.0,250.0,60.0,90.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1567,중등,남,전남,매일,책읽기가 싫고 습관이 들지않아서,책읽기가 싫고 습관이 들지않아서,베스트셀러,"드라마, 영화의 원작",직접 구입,학교 밖 도서관 대여,0,0,0,소설,"예술, 문화","가정, 육아, 요리",있다,공공도서관,작은도서관,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,변함 없음,0.0,0.0,0.0,120.0,180.0,60.0,120.0,30.0,60.0,약간 증가,매우 증가,변함 없음,변함 없음,약간 증가,약간 감소,변함 없음,변함 없음
1568,중등,남,전남,매일,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",학업 때문에 책읽을시간이 없어서,"인터넷의 책 소개, 광고","드라마, 영화의 원작",직접 구입,부모님께서 구입,0,0,0,소설,"경제, 경영","과학, 기술, 컴퓨터",있다,공공도서관,0,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,매우 증가,0.0,0.0,0.0,60.0,60.0,60.0,60.0,0.0,0.0,약간 증가,변함 없음,변함 없음,매우 감소,약간 증가,약간 감소,매우 감소,매우 감소
1569,중등,남,전남,매일,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","드라마, 영화의 원작","유명인, 전문가 추천",직접 구입,학교 밖 도서관 대여,0,0,0,소설,"연예, 오락, 스포츠, 취미, 여행 ",문학(시/수필),있다,작은도서관,0,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 좋아한다,10.0,0.0,0.0,0.0,120.0,240.0,0.0,0.0,0.0,0.0,매우 증가,매우 증가,매우 증가,약간 증가,약간 증가,약간 증가,약간 증가,변함 없음
1570,중등,남,전남,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,학교 밖 도서관 대여,학교 도서관 대여,0,0,0,"과학, 기술, 컴퓨터","어학, 외국어","경제, 경영",있다,공공도서관,작은도서관,숙제에 필요한 자료조사,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,6.0,0.0,0.0,0.0,150.0,90.0,90.0,220.0,30.0,130.0,매우 증가,약간 증가,약간 증가,매우 증가,약간 증가,매우 증가,9,매우 증가
1571,중등,남,전남,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,책읽기가 싫고 습관이 들지않아서,"텔레비전이나 라디오의 책 소개, 광고","가족, 선생님, 친구 추천",집에 있는 책,직접 구입,0,0,0,소설,"연예, 오락, 스포츠, 취미, 여행 ",0,없다,0,0,0,책을 잘 읽지 않는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,0.0,0.0,0.0,60.0,120.0,60.0,120.0,60.0,120.0,약간 감소,약간 감소,약간 감소,약간 감소,변함 없음,변함 없음,변함 없음,변함 없음
1572,중등,남,전남,매일,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",직접 구입,학교 도서관 대여,0,0,0,문학(시/수필),"역사, 지리","과학, 기술, 컴퓨터",없다,0,0,0,주로 학교도서관을 이용한다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,60.0,180.0,10.0,30.0,0.0,0.0,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,약간 감소,변함 없음,변함 없음
1573,중등,남,전남,매일,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",기타,"서점, 도서관 등에서 책을 직접 보고",학교 도서관 대여,부모님께서 구입,0,0,0,"정치, 사회, 시사",소설,"직업, 취업 관련",있다,공공도서관,작은도서관,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,매우 증가,0.0,0.0,0.0,0.0,0.0,180.0,120.0,0.0,0.0,약간 감소,매우 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음
1574,중등,남,전남,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,책읽기가 싫고 습관이 들지않아서,"신문이나 잡지의 책 소개, 광고","유명인, 전문가 추천",부모님께서 구입,집에 있는 책,0,0,0,문학(시/수필),"철학, 사상, 종교","예술, 문화",없다,0,0,0,책을 잘 읽지 않는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,0.0,0.0,0.0,30.0,30.0,60.0,60.0,0.0,0.0,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1575,중등,남,전남,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,책읽기가 싫고 습관이 들지않아서,"드라마, 영화의 원작","인터넷의 책 소개, 광고",직접 구입,집에 있는 책,0,0,0,문학(시/수필),소설,"어학, 외국어",있다,공공도서관,작은도서관,시험 공부,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,변함 없음,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,약간 감소,약간 감소,약간 감소,약간 감소,약간 감소,약간 감소,약간 감소,약간 감소
1576,중등,남,전남,매일,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",직접 구입,학교 밖 도서관 대여,0,0,0,"철학, 사상, 종교","정치, 사회, 시사",문학(시/수필),있다,공공도서관,작은도서관,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 좋아한다,약간 감소,0.0,0.0,0.0,60.0,300.0,30.0,60.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1577,중등,남,전남,한 달에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",읽을 만한 책이 없어서,"인터넷의 책 소개, 광고",0,학교 도서관 대여,0,0,0,0,"예술, 문화",0,0,없다,0,0,0,책을 잘 읽지 않는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,변함 없음,약간 감소,약간 감소,약간 감소,약간 증가,변함 없음,약간 증가,변함 없음
1578,중등,남,전남,몇 달에 한번,책읽기가 싫고 습관이 들지않아서,책읽기가 싫고 습관이 들지않아서,"유튜브, 책방송 팟캐스트의 책 소개","인터넷의 책 소개, 광고",직접 구입,부모님께서 구입,0,0,0,문학(시/수필),소설,"과학, 기술, 컴퓨터",있다,공공도서관,0,인터넷 이용,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,매우 증가,0.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가
1579,중등,남,전남,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,책읽기가 싫고 습관이 들지않아서,"텔레비전이나 라디오의 책 소개, 광고","가족, 선생님, 친구 추천",주위 사람에게 대여,직접 구입,0,0,0,소설,"역사, 지리","연예, 오락, 스포츠, 취미, 여행 ",있다,작은도서관,공공도서관,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,약간 감소,0.0,0.0,0.0,90.0,180.0,120.0,270.0,60.0,120.0,약간 증가,약간 증가,약간 증가,약간 증가,변함 없음,변함 없음,약간 증가,약간 증가
1580,중등,남,전남,매일,책을 빌릴 곳이 없어서,학업 때문에 책읽을시간이 없어서,"유튜브, 책방송 팟캐스트의 책 소개","인터넷의 책 소개, 광고",직접 구입,주위 사람에게 대여,0,0,0,소설,"연예, 오락, 스포츠, 취미, 여행 ","정치, 사회, 시사",있다,작은도서관,공공도서관,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 좋아한다,약간 감소,0.0,0.0,0.0,60.0,90.0,180.0,300.0,0.0,0.0,변함 없음,매우 증가,매우 증가,변함 없음,매우 증가,변함 없음,변함 없음,매우 증가
1581,중등,남,전남,매일,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",기타,0,직접 구입,0,0,0,0,기타,"과학, 기술, 컴퓨터",0,있다,공공도서관,0,시험 공부,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,약간 증가,0.0,0.0,0.0,0.0,60.0,240.0,0.0,0.0,매우 감소,매우 감소,매우 증가,매우 감소,매우 감소,매우 감소,매우 감소,매우 감소
1582,중등,남,전남,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,책읽기가 싫고 습관이 들지않아서,"드라마, 영화의 원작","유튜브, 책방송 팟캐스트의 책 소개",직접 구입,학교 밖 도서관 대여,0,0,0,"과학, 기술, 컴퓨터","직업, 취업 관련","연예, 오락, 스포츠, 취미, 여행 ",없다,0,0,0,책을 잘 읽지 않는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,60.0,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,약간 증가,변함 없음,약간 증가
1583,중등,남,경북,전혀 읽지 않음,책읽기가 싫고 습관이 들지않아서,책읽기가 싫고 습관이 들지않아서,0,0,0,0,0,0,0,0,0,0,없다,0,0,0,집에서 멀다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1584,중등,남,경북,몇 달에 한번,책읽기가 싫고 습관이 들지않아서,학업 때문에 책읽을시간이 없어서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 도서관 대여,집에 있는 책,0,0,0,"연예, 오락, 스포츠, 취미, 여행 ",자기계발서,"역사, 지리",없다,0,0,0,학업 등의 이유로 바빠서 이용할 시간이 없다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 증가,변함 없음,변함 없음,변함 없음,매우 증가,약간 증가,변함 없음,변함 없음
