,학교구분,성별,학교 소재지,독서 빈도,독서장애요인1,독서장애요인2,도서 선택시 이용정보1,도서 선택시 이용정보2,도서 입수경로1,도서 입수경로2,초등 독서분야 선호도1,초등 독서분야 선호도2,초등 독서분야 선호도3,중고등 독서분야 선호도1,중고등 독서분야 선호도2,중고등 독서분야 선호도3,학교 밖 도서관이용경험,주이용 도서관 종류1,주이용 도서관 종류2,이용 이유,비이용 이유,연도,독서선호도,월 평균 이용빈도,연 평균 이용빈도,평일 평균 독서시간(분),주말 평균 독서시간(분),종이_평일 평균 독서시간(분),종이_주말 평균 독서시간(분),전자_평일 평균 독서시간(분),전자_주말 평균 독서시간(분),오디오_평일 평균 독서시간(분),오디오_주말 평균 독서시간(분)
4498,중등,남,경남,매일,학업 때문에 책읽을시간이 없어서,읽을 만한 책이 없어서,"인터넷의 책 소개, 광고","서점, 도서관 등에서 책을 직접 보고",집에 있는 책,직접 구입,0,0,0,"과학, 기술, 컴퓨터","역사, 지리","정치, 사회, 시사",있다,공공도서관,작은도서관,숙제에 필요한 자료조사,0,2019,약간 좋아한다,4.0,0.0,0.0,0.0,120.0,90.0,0.0,0.0,0.0,0.0
4499,중등,남,경남,매일,학업 때문에 책읽을시간이 없어서,읽을 만한 책이 없어서,베스트셀러,SNS 책 소개,구입하지 않고 서점에서 독서,직접 구입,0,0,0,소설,"연예, 오락, 스포츠, 취미, 여행 ","과학, 기술, 컴퓨터",있다,공공도서관,작은도서관,독서 및 도서 대출,0,2019,보통이다,2.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0
4500,중등,남,경남,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,어떤 책을 읽을지 몰라서,"서점, 도서관 등에서 책을 직접 보고","유명인, 전문가 추천",집에 있는 책,학교 도서관 대여,0,0,0,"과학, 기술, 컴퓨터","역사, 지리",소설,없다,0,0,0,집에서 멀다,2019,약간 좋아한다,0.0,0.0,0.0,0.0,300.0,120.0,0.0,0.0,0.0,0.0
4501,중등,남,경남,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,읽을 만한 책이 없어서,"유명인, 전문가 추천","서점, 도서관 등에서 책을 직접 보고",부모님께서 구입,집에 있는 책,0,0,0,"연예, 오락, 스포츠, 취미, 여행 ","경제, 경영","직업, 취업 관련",있다,공공도서관,작은도서관,시험 공부,0,2019,약간 싫어한다,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4502,중등,남,경남,매일,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고",기타,직접 구입,부모님께서 구입,0,0,0,"역사, 지리","연예, 오락, 스포츠, 취미, 여행 ",소설,없다,0,0,0,기타,2019,약간 좋아한다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4503,중등,남,경남,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",직접 구입,집에 있는 책,0,0,0,"연예, 오락, 스포츠, 취미, 여행 ",소설,"직업, 취업 관련",없다,0,0,0,학업 등의 이유로 바빠서 이용할 시간이 없다,2019,약간 좋아한다,0.0,0.0,0.0,0.0,10.0,30.0,0.0,0.0,0.0,0.0
4504,중등,남,경남,매일,학업 때문에 책읽을시간이 없어서,책읽기가 싫고 습관이 들지않아서,SNS 책 소개,"신문이나 잡지의 책 소개, 광고",학교 밖 도서관 대여,구입하지 않고 서점에서 독서,0,0,0,"연예, 오락, 스포츠, 취미, 여행 ","예술, 문화","경제, 경영",있다,작은도서관,공공도서관,독서 및 도서 대출,0,2019,약간 싫어한다,2.0,0.0,0.0,0.0,30.0,15.0,30.0,15.0,0.0,0.0
4505,중등,남,경남,매일,책읽기가 싫고 습관이 들지않아서,학업 때문에 책읽을시간이 없어서,"서점, 도서관 등에서 책을 직접 보고",SNS 책 소개,직접 구입,학교 도서관 대여,0,0,0,"연예, 오락, 스포츠, 취미, 여행 ","예술, 문화","과학, 기술, 컴퓨터",없다,0,0,0,집에서 멀다,2019,보통이다,0.0,0.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0
4506,중등,남,경남,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,학업 때문에 책읽을시간이 없어서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",직접 구입,주위 사람에게 대여,0,0,0,소설,"경제, 경영","과학, 기술, 컴퓨터",있다,작은도서관,공공도서관,독서 및 도서 대출,0,2019,보통이다,1.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
4507,중등,남,경남,한 달에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",어떤 책을 읽을지 몰라서,"텔레비전이나 라디오의 책 소개, 광고","유튜브, 책방송 팟캐스트의 책 소개",집에 있는 책,부모님께서 구입,0,0,0,"가정, 육아, 요리","직업, 취업 관련","연예, 오락, 스포츠, 취미, 여행 ",있다,작은도서관,공공도서관,독서 및 도서 대출,0,2019,약간 싫어한다,2.0,0.0,0.0,0.0,60.0,30.0,0.0,0.0,0.0,0.0
4508,중등,남,경남,매일,어떤 책을 읽을지 몰라서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","유명인, 전문가 추천","가족, 선생님, 친구 추천",집에 있는 책,학교 도서관 대여,0,0,0,소설,"과학, 기술, 컴퓨터","연예, 오락, 스포츠, 취미, 여행 ",없다,0,0,0,읽고 싶은 책은 사서 읽는다,2019,보통이다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4509,중등,남,경남,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,학업 때문에 책읽을시간이 없어서,SNS 책 소개,"가족, 선생님, 친구 추천",직접 구입,부모님께서 구입,0,0,0,소설,자기계발서,"연예, 오락, 스포츠, 취미, 여행 ",있다,공공도서관,작은도서관,독서 및 도서 대출,0,2019,약간 싫어한다,0.0,2.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
4510,중등,남,경남,한 달에 한두 번,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",베스트셀러,"서점, 도서관 등에서 책을 직접 보고",학교 밖 도서관 대여,구입하지 않고 서점에서 독서,0,0,0,소설,"역사, 지리","직업, 취업 관련",있다,공공도서관,작은도서관,독서 및 도서 대출,0,2019,보통이다,5.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0
4511,중등,남,경남,매일,책읽기가 싫고 습관이 들지않아서,부모님이 책읽는 것을 공부라고 생각하지 않으셔서,SNS 책 소개,"유튜브, 책방송 팟캐스트의 책 소개",주위 사람에게 대여,기타,0,0,0,"연예, 오락, 스포츠, 취미, 여행 ","역사, 지리","예술, 문화",없다,0,0,0,"책이 낡고, 시설이 쾌적하지 않다",2019,약간 싫어한다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0
4512,중등,남,경남,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","휴대전화,인터넷,텔레비전,게임 등을 이용해서",0,0,0,0,0,0,0,0,0,0,없다,0,0,0,"책이 낡고, 시설이 쾌적하지 않다",2019,매우 싫어한다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4513,중등,남,제주,매일,학업 때문에 책읽을시간이 없어서,책읽기가 싫고 습관이 들지않아서,"가족, 선생님, 친구 추천",베스트셀러,학교 도서관 대여,부모님께서 구입,0,0,0,"연예, 오락, 스포츠, 취미, 여행 ",소설,기타,있다,공공도서관,0,시험 공부,0,2019,보통이다,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
4514,중등,남,제주,매일,학업 때문에 책읽을시간이 없어서,어떤 책을 읽을지 몰라서,"인터넷의 책 소개, 광고",베스트셀러,직접 구입,집에 있는 책,0,0,0,소설,"예술, 문화",문학(시/수필),있다,공공도서관,작은도서관,독서 및 도서 대출,0,2019,매우 좋아한다,0.0,3.0,0.0,0.0,15.0,30.0,0.0,0.0,0.0,0.0
4515,중등,남,제주,매일,없음,0,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",직접 구입,집에 있는 책,0,0,0,소설,문학(시/수필),"연예, 오락, 스포츠, 취미, 여행 ",있다,공공도서관,0,독서 및 도서 대출,0,2019,매우 좋아한다,5.0,0.0,0.0,0.0,40.0,150.0,0.0,0.0,0.0,0.0
4516,중등,남,제주,매일,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고",SNS 책 소개,직접 구입,학교 도서관 대여,0,0,0,"과학, 기술, 컴퓨터",자기계발서,"연예, 오락, 스포츠, 취미, 여행 ",있다,공공도서관,작은도서관,독서 및 도서 대출,0,2019,매우 좋아한다,0.0,3.0,0.0,0.0,60.0,90.0,0.0,0.0,0.0,0.0
4517,중등,남,제주,매일,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","인터넷의 책 소개, 광고",SNS 책 소개,직접 구입,학교 밖 도서관 대여,0,0,0,"연예, 오락, 스포츠, 취미, 여행 ",소설,자기계발서,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2019,매우 좋아한다,3.0,0.0,0.0,0.0,180.0,180.0,0.0,0.0,0.0,0.0
4518,중등,남,제주,매일,읽을 만한 책이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","유튜브, 책방송 팟캐스트의 책 소개","드라마, 영화의 원작",기타,집에 있는 책,0,0,0,소설,"연예, 오락, 스포츠, 취미, 여행 ","역사, 지리",있다,작은도서관,공공도서관,독서 및 도서 대출,0,2019,보통이다,1.0,0.0,0.0,0.0,20.0,10.0,5.0,10.0,0.0,0.0
4519,중등,남,제주,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",학업 때문에 책읽을시간이 없어서,각종 기관의 추천도서,"서점, 도서관 등에서 책을 직접 보고",집에 있는 책,학교 밖 도서관 대여,0,0,0,문학(시/수필),"역사, 지리","철학, 사상, 종교",있다,공공도서관,기타,독서 및 도서 대출,0,2019,보통이다,0.0,3.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
4520,중등,남,제주,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",학업 때문에 책읽을시간이 없어서,"드라마, 영화의 원작",베스트셀러,직접 구입,학교 도서관 대여,0,0,0,"연예, 오락, 스포츠, 취미, 여행 ",소설,"역사, 지리",있다,작은도서관,어린이도서관,기타,0,2019,보통이다,1.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
4521,중등,남,제주,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,읽을 만한 책이 없어서,"드라마, 영화의 원작",베스트셀러,부모님께서 구입,직접 구입,0,0,0,소설,문학(시/수필),0,있다,공공도서관,작은도서관,숙제에 필요한 자료조사,0,2019,약간 좋아한다,0.0,3.0,0.0,0.0,60.0,0.0,60.0,90.0,0.0,0.0
4522,중등,남,제주,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","인터넷의 책 소개, 광고","유명인, 전문가 추천",학교 도서관 대여,주위 사람에게 대여,0,0,0,소설,"연예, 오락, 스포츠, 취미, 여행 ","가정, 육아, 요리",있다,작은도서관,공공도서관,시험 공부,0,2019,약간 좋아한다,1.0,0.0,0.0,0.0,60.0,30.0,0.0,0.0,0.0,0.0
4523,중등,남,제주,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",베스트셀러,"서점, 도서관 등에서 책을 직접 보고",직접 구입,집에 있는 책,0,0,0,소설,문학(시/수필),자기계발서,없다,0,0,0,읽고 싶은 책은 사서 읽는다,2019,약간 좋아한다,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0
4524,중등,남,제주,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,책읽기가 싫고 습관이 들지않아서,"가족, 선생님, 친구 추천","유명인, 전문가 추천",직접 구입,학교 도서관 대여,0,0,0,문학(시/수필),"연예, 오락, 스포츠, 취미, 여행 ",소설,있다,공공도서관,기타,숙제에 필요한 자료조사,0,2019,보통이다,2.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0
4525,중등,남,제주,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,베스트셀러,"인터넷의 책 소개, 광고",직접 구입,주위 사람에게 대여,0,0,0,소설,"철학, 사상, 종교","역사, 지리",있다,공공도서관,작은도서관,시험 공부,0,2019,보통이다,0.0,5.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0
4526,중등,남,제주,매일,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",부모님께서 구입,집에 있는 책,0,0,0,소설,"연예, 오락, 스포츠, 취미, 여행 ","직업, 취업 관련",있다,공공도서관,작은도서관,숙제에 필요한 자료조사,0,2019,매우 싫어한다,0.0,2.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0
4527,중등,남,제주,한 달에 한두 번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 밖 도서관 대여,직접 구입,0,0,0,문학(시/수필),"과학, 기술, 컴퓨터","연예, 오락, 스포츠, 취미, 여행 ",없다,0,0,0,무응답,2019,약간 좋아한다,0.0,0.0,0.0,0.0,30.0,60.0,10.0,0.0,0.0,0.0
4528,중등,남,제주,한 달에 한두 번,책읽기가 싫고 습관이 들지않아서,학업 때문에 책읽을시간이 없어서,"유튜브, 책방송 팟캐스트의 책 소개","텔레비전이나 라디오의 책 소개, 광고",학교 도서관 대여,직접 구입,0,0,0,문학(시/수필),소설,"가정, 육아, 요리",있다,공공도서관,작은도서관,숙제에 필요한 자료조사,0,2019,보통이다,1.0,0.0,0.0,0.0,35.0,60.0,20.0,0.0,0.0,0.0
4529,중등,남,제주,매일,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,"가족, 선생님, 친구 추천","인터넷의 책 소개, 광고",주위 사람에게 대여,학교 도서관 대여,0,0,0,문학(시/수필),기타,"연예, 오락, 스포츠, 취미, 여행 ",있다,공공도서관,작은도서관,숙제에 필요한 자료조사,0,2019,보통이다,0.0,13.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0
4530,중등,남,제주,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,학업 때문에 책읽을시간이 없어서,"가족, 선생님, 친구 추천","신문이나 잡지의 책 소개, 광고",직접 구입,학교 도서관 대여,0,0,0,소설,"예술, 문화","연예, 오락, 스포츠, 취미, 여행 ",있다,공공도서관,작은도서관,독서 및 도서 대출,0,2019,보통이다,1.0,0.0,0.0,0.0,50.0,20.0,0.0,0.0,0.0,0.0
4531,중등,남,제주,한 달에 한두 번,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","가족, 선생님, 친구 추천","인터넷의 책 소개, 광고",학교 밖 도서관 대여,학교 도서관 대여,0,0,0,소설,"역사, 지리",문학(시/수필),있다,공공도서관,작은도서관,숙제에 필요한 자료조사,0,2019,매우 좋아한다,0.0,5.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0
4532,중등,남,제주,몇 달에 한번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",각종 기관의 추천도서,베스트셀러,주위 사람에게 대여,학교 도서관 대여,0,0,0,소설,"연예, 오락, 스포츠, 취미, 여행 ","가정, 육아, 요리",있다,공공도서관,작은도서관,시험 공부,0,2019,매우 싫어한다,0.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0
4533,중등,남,제주,매일,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",읽을 만한 책이 없어서,베스트셀러,"드라마, 영화의 원작",집에 있는 책,학교 밖 도서관 대여,0,0,0,소설,"직업, 취업 관련","연예, 오락, 스포츠, 취미, 여행 ",있다,공공도서관,기타,시험 공부,0,2019,약간 좋아한다,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
4534,중등,남,제주,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",읽을 만한 책이 없어서,"서점, 도서관 등에서 책을 직접 보고","유튜브, 책방송 팟캐스트의 책 소개",학교 도서관 대여,주위 사람에게 대여,0,0,0,소설,"직업, 취업 관련","연예, 오락, 스포츠, 취미, 여행 ",있다,공공도서관,작은도서관,독서 및 도서 대출,0,2019,보통이다,1.0,0.0,0.0,0.0,30.0,0.0,15.0,30.0,0.0,0.0
4535,중등,남,제주,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,어떤 책을 읽을지 몰라서,각종 기관의 추천도서,"서점, 도서관 등에서 책을 직접 보고",직접 구입,학교 밖 도서관 대여,0,0,0,소설,"연예, 오락, 스포츠, 취미, 여행 ",0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2019,보통이다,4.0,0.0,0.0,0.0,30.0,120.0,0.0,0.0,0.0,0.0
4536,중등,남,제주,매일,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",학업 때문에 책읽을시간이 없어서,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",주위 사람에게 대여,학교 도서관 대여,0,0,0,소설,문학(시/수필),"연예, 오락, 스포츠, 취미, 여행 ",없다,0,0,0,주로 학교도서관을 이용한다,2019,약간 좋아한다,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
4537,중등,남,제주,몇 달에 한번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",주위 사람에게 대여,집에 있는 책,0,0,0,소설,"연예, 오락, 스포츠, 취미, 여행 ",문학(시/수필),없다,0,0,0,학업 등의 이유로 바빠서 이용할 시간이 없다,2019,보통이다,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
4538,중등,남,제주,매일,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","텔레비전이나 라디오의 책 소개, 광고",베스트셀러,직접 구입,학교 도서관 대여,0,0,0,문학(시/수필),"경제, 경영","과학, 기술, 컴퓨터",있다,공공도서관,작은도서관,시험 공부,0,2019,약간 싫어한다,0.0,3.0,0.0,0.0,60.0,20.0,0.0,0.0,0.0,0.0
4539,중등,남,제주,매일,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","가족, 선생님, 친구 추천",SNS 책 소개,기타,0,0,0,0,문학(시/수필),"철학, 사상, 종교",소설,없다,0,0,0,"책이 낡고, 시설이 쾌적하지 않다",2019,매우 싫어한다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4540,중등,남,제주,몇 달에 한번,어떤 책을 읽을지 몰라서,책을 읽을만한 가정환경이 아니어서,"신문이나 잡지의 책 소개, 광고","가족, 선생님, 친구 추천",집에 있는 책,학교 밖 도서관 대여,0,0,0,"직업, 취업 관련","연예, 오락, 스포츠, 취미, 여행 ",문학(시/수필),9,0,0,0,0,2019,보통이다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4541,중등,남,제주,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",0,0,0,0,0,0,0,0,0,0,없다,0,0,0,집에서 멀다,2019,매우 싫어한다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4542,중등,남,제주,전혀 읽지 않음,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책을 읽고 이해하기가 어려워서,0,0,0,0,0,0,0,0,0,0,없다,0,0,0,기타,2019,매우 싫어한다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4543,중등,남,제주,전혀 읽지 않음,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,0,0,0,0,0,0,0,0,0,0,없다,0,0,0,없음,2019,매우 싫어한다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4544,중등,남,부산,매일,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고",각종 기관의 추천도서,학교 도서관 대여,구입하지 않고 서점에서 독서,0,0,0,"연예, 오락, 스포츠, 취미, 여행 ","직업, 취업 관련","예술, 문화",있다,공공도서관,작은도서관,기타,0,2019,보통이다,3.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0
4545,중등,남,부산,매일,어떤 책을 읽을지 몰라서,책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 밖 도서관 대여,학교 도서관 대여,0,0,0,소설,"가정, 육아, 요리","과학, 기술, 컴퓨터",있다,공공도서관,작은도서관,독서 및 도서 대출,0,2019,약간 좋아한다,3.0,0.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0
4546,중등,남,부산,매일,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",베스트셀러,"서점, 도서관 등에서 책을 직접 보고",직접 구입,집에 있는 책,0,0,0,문학(시/수필),"철학, 사상, 종교","예술, 문화",없다,0,0,0,무응답,2019,보통이다,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0
4547,중등,남,부산,매일,책읽기가 싫고 습관이 들지않아서,기타,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",직접 구입,집에 있는 책,0,0,0,"역사, 지리",자기계발서,소설,없다,0,0,0,읽고 싶은 책은 사서 읽는다,2019,보통이다,0.0,0.0,0.0,0.0,45.0,10.0,0.0,0.0,0.0,0.0
4548,중등,남,부산,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,책읽기가 싫고 습관이 들지않아서,"인터넷의 책 소개, 광고","가족, 선생님, 친구 추천",학교 도서관 대여,직접 구입,0,0,0,소설,"철학, 사상, 종교","정치, 사회, 시사",있다,공공도서관,작은도서관,숙제에 필요한 자료조사,0,2019,보통이다,0.0,0.0,0.0,0.0,60.0,60.0,30.0,30.0,30.0,30.0
4549,중등,남,부산,매일,학업 때문에 책읽을시간이 없어서,책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고",각종 기관의 추천도서,직접 구입,학교 도서관 대여,0,0,0,"연예, 오락, 스포츠, 취미, 여행 ","역사, 지리","직업, 취업 관련",있다,공공도서관,0,독서 및 도서 대출,0,2019,약간 좋아한다,7.0,0.0,0.0,0.0,60.0,120.0,0.0,0.0,0.0,0.0
4550,중등,남,부산,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",기타,"서점, 도서관 등에서 책을 직접 보고",직접 구입,집에 있는 책,0,0,0,기타,"철학, 사상, 종교",문학(시/수필),있다,공공도서관,작은도서관,시험 공부,0,2019,약간 좋아한다,1.0,0.0,0.0,0.0,60.0,180.0,0.0,0.0,0.0,0.0
4551,중등,남,부산,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,어떤 책을 읽을지 몰라서,베스트셀러,"서점, 도서관 등에서 책을 직접 보고",직접 구입,집에 있는 책,0,0,0,문학(시/수필),소설,"정치, 사회, 시사",없다,0,0,0,읽고 싶은 책은 사서 읽는다,2019,매우 좋아한다,0.0,0.0,0.0,0.0,300.0,60.0,0.0,0.0,0.0,0.0
4552,중등,남,부산,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","인터넷의 책 소개, 광고",베스트셀러,직접 구입,학교 도서관 대여,0,0,0,소설,문학(시/수필),"연예, 오락, 스포츠, 취미, 여행 ",없다,0,0,0,학업 등의 이유로 바빠서 이용할 시간이 없다,2019,보통이다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4553,중등,남,부산,매일,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,베스트셀러,각종 기관의 추천도서,직접 구입,학교 도서관 대여,0,0,0,"연예, 오락, 스포츠, 취미, 여행 ","과학, 기술, 컴퓨터",소설,없다,0,0,0,읽고 싶은 책은 사서 읽는다,2019,약간 좋아한다,0.0,0.0,0.0,0.0,60.0,90.0,0.0,0.0,0.0,0.0
4554,중등,남,부산,매일,학업 때문에 책읽을시간이 없어서,어떤 책을 읽을지 몰라서,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,부모님께서 구입,0,0,0,소설,"철학, 사상, 종교","과학, 기술, 컴퓨터",있다,공공도서관,0,독서 및 도서 대출,0,2019,매우 좋아한다,1.0,0.0,0.0,0.0,60.0,120.0,180.0,300.0,0.0,0.0
4555,중등,남,부산,일주일에 한두 번,무응답,0,"서점, 도서관 등에서 책을 직접 보고","드라마, 영화의 원작",직접 구입,0,0,0,0,"직업, 취업 관련","예술, 문화","연예, 오락, 스포츠, 취미, 여행 ",있다,공공도서관,0,독서 및 도서 대출,0,2019,보통이다,0.0,0.0,0.0,0.0,60.0,120.0,0.0,0.0,0.0,0.0
4556,중등,남,부산,매일,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고",SNS 책 소개,직접 구입,구입하지 않고 서점에서 독서,0,0,0,소설,문학(시/수필),"연예, 오락, 스포츠, 취미, 여행 ",있다,공공도서관,작은도서관,시험 공부,0,2019,보통이다,2.0,0.0,0.0,0.0,90.0,30.0,0.0,0.0,0.0,0.0
4557,중등,남,부산,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,0,"가족, 선생님, 친구 추천",SNS 책 소개,직접 구입,학교 도서관 대여,0,0,0,"예술, 문화","과학, 기술, 컴퓨터","연예, 오락, 스포츠, 취미, 여행 ",있다,공공도서관,0,숙제에 필요한 자료조사,0,2019,약간 싫어한다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4558,중등,남,부산,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",학업 때문에 책읽을시간이 없어서,"서점, 도서관 등에서 책을 직접 보고","텔레비전이나 라디오의 책 소개, 광고",직접 구입,주위 사람에게 대여,0,0,0,문학(시/수필),소설,"철학, 사상, 종교",없다,0,0,0,주로 학교도서관을 이용한다,2019,매우 싫어한다,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0
4559,중등,남,부산,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","텔레비전이나 라디오의 책 소개, 광고",학교 도서관 대여,도서 대여점에서 대여,0,0,0,"연예, 오락, 스포츠, 취미, 여행 ","예술, 문화",소설,없다,0,0,0,주로 학교도서관을 이용한다,2019,보통이다,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0
